"name","comment","date","rating"
"zzeesee","Greta sempre faz uma produção ótima e, dessa vez, não foi diferente.Elenco incrível, atuações ótimas, músicas também. O cenário foi o mais encantador visivelmente na minha opinião. Imagino o quão legal deve ter sido assistir no cinema, foi feito um evento.Todos os parabéns à Greta que teve toda essa ideia, a Mattel que ajudou e todos que fizeram acontecer.Apesar de não ser um dos meus filmes favoritos, ele merece 5 estrelas de longe por toda sua produção.Um filme que incomoda e agrada é uma obra de arte perfeita.","",5
"raknodkl","ayyy harika sıkılmadan bin kere izlerim çok duygusal verdiği mesajda çok güzel","30 Jan 2024",4
"becky","Movie shows how women should speak up and stop the femenism, in the genereation we have, we are very open to that topic and we should give value to this kind of issue or topic.","03 Jan 2024",4
"jovizzamora","i forgot to log this But. I cant believe women are real","30 Jan 2024",4
"gaara319","viewing experience was amazing with my wife. a beautiful and unexpected message given in this film.","30 Jan 2024",3
"candelavazq","I didn’t not like this film, however the film isn’t what you think it is. It is very much a feministic film, and yet it was done in a way that you can still enjoy the film","21 Jul 2023",1
"twolili","shittiest movie i've ever seen. literally feminist propaganda. common Greta Gerwig L. I only gave it 1 star cause margot robbie is sexy in this","30 Jan 2024",5
"leuha","Depois que assisti esse filme me senti maravilhosa.","30 Jan 2024",2
NA,"en fait c’est nul",NA,NA
"camila_AL","Me encantó, si te centras en que trata la película verdaderamente yo creo que es magnífico, osea no tengo palabras para decir el poder que tiene la mujer en esta película. Es fascinante.","30 Jan 2024",5
"shaw warma","can anyone from barbieland pls check on my barbie i don't think she's okay","19 Jul 2023",4
"kalista2446","Lesbian","30 Jan 2024",3
"lirain","while I was watching this with my mom I noticed she was crying. she hasnt cried in years","30 Jan 2024",5
"gabi goiabada","barbie é um filme com humor e ironia muito necessários para a sociedade","30 Jan 2024",5
"adreaxych0","arkadaşımla izledik ağlamıstık hafiften","21 Jul 2023",5
"Giuli1899","Divertida, con un mensaje no tan profuno para las personas que conocen el feminismo bien. Es entretenida de ver, emotiva en partes aunque en momentos el mensaje es muy por arriba","30 Jan 2024",4
"elle","#1 aqui em casa e isso é tudo o que importa","30 Jan 2024",5
"helenlovesfilm","Not a bad film! I went to the cinema with little expectations, but I was pleasantly surprised. I won’t call it the most impactful movie I’ve ever watched, but it never claimed to be that anyways. It was a fun watch and I would recommend it to people!","30 Jan 2024",3
"Gibbononon","Kenough","30 Jan 2024",4
"dudaaaa777","Recadinho de leve Sociedade machistaNão pensa que me ofende ao me chamar de feminista Só um recadinho de leve Recadinho de leve Pra quem fala o quer Não calo a minha voz pra defender uma mulher","30 Jan 2024",5
"Doxford Perlas","I'm a man with no power, does that make me a woman?","30 Jan 2024",4
"milkywaysoup","i cried","31 Jan 2024",4
"LordDirtmuncher","me and my homies fuck with Barbie","30 Jan 2024",4
"Julen 🗽 Leria","massive dub","27 Jan 2024",5
"tungt1ed","Rewatched this when im finally started to feel so much happy again 🥹","30 Jan 2024",4
"SuperSourPuss","KENERGY","30 Jan 2024",4
"mariabortoluzzi","you are Kenough🫵🫵💔🗣️🗣️🗣️🗣️🔥","30 Jan 2024",5
"olimarr","amazing!!!! so fantastic to watch","30 Jan 2024",5
"Loren Sofia","I was worried it’d feel strange rewatching outside the context of the barbiheimer craze but it felt even crazier watching it within the context that KEN got a nomination while BARBIE didn’t","30 Jan 2024",5
"Egor","La amo","30 Jan 2024",3
"Chimnax","Even the dad is afraid of the green owl so he doesn't skip a single day","",4
"anastasia","Mahal ko ang Barbie, mahal ko si Barbie.","22 Jul 2023",5
"ccelaitset1","I don't feel the excitement gaya ng mga nagrreview sa tiktok (idunno siguro kasi malaki na 'ko?) I do like the movie kasi fav ko ang Barbie since bata pa 'ko.","30 Jan 2024",4
NA,"if you didn't like this movie, i don't trust you.",NA,NA
NA,"pas assez de blague",NA,NA
"Kim","a sensação de assistir esse filme pela primeira vez é uma das mesljorss que pode existir, de verdade, me senti uma criança por dentro.","30 Jan 2024",5
"rebeccatroy","meaningful story and didnt expect it to be so sad","20 Aug 2023",4
"JoaoLucasAps","Num mundo completamente fantástico e generalizado, homens são completamente submissos às mulheres, que como centro das atenções, ocupam os principais ambientes de trabalho e poder. Isso é a Barbielândia, em tom de piada.","28 Jan 2024",4
"ayeshahna","De forma completamente contrária, e assustadora, o nosso mundo provoca um choque gigantesco. Invertendo os valores e mostrando que um produto só tem força para expandir os horizontes, mas não o suficiente para mudar uma realidade.","30 Jan 2024",5
"Helasebastian","Barbie, numa montanha russa de sentimentos, escancara de forma genial, na…","30 Jan 2024",3
"Minuness","😭😭😭 I LOVE THIS","30 Jan 2024",5
"koko","to let us just being... a human and not to categorize where did we actually stand. there are no such thing as feminism or patriarchy. we all just human that have our own role in life that aren't based on what gender are we and have the same right to be anything we want.","30 Jan 2024",4
"josi","the moral of this movie was packed up in a humorous fun way. def gonna rewatch when i was having an identity crisis. live laugh love greta grewig.","30 Jan 2024",5
"goatonwheelz","Im kenough","30 Jan 2024",3
"IDK93","vi minha infância numa tela de cinema, barbie em seu mundo rosa e muita música que grudou na mente. filme perfeito para uma tardezinha tranquila.","30 Jan 2024",3
"Poopie Pooperson","I don’t usually go for this genre of movies but I fairly enjoyed this movie. It was super cute and brought me back to my childhood. I loved all the songs and I really appreciated the style and cute clothes in the movie. It felt fun yet had a point to the movie and did an excellent job of keeping the audience entertained.","30 Jan 2024",4
"BananaChinMan","peliculón, muy buena música 🩷","30 Jan 2024",NA
NA,"Thought it would be better. The songs made for this movie were great though.",NA,NA
NA,"The Asian Barbie 10/10",NA,NA
NA,"Not for me. I’m just a Ken.",NA,NA
NA,"who knew Harley queen and La La land guy could make such an amazing cast for a movie about beatin the patriarchy. I love gooslin and Robbie so much, they so adorable. 🤭",NA,NA
"bohill","i am kenough.","13 Jan 2024",3
"Gianmarco","Una pubblicità di due ore per annunciare che d'ora in poi Barbie avrà i genitali","30 Jan 2024",3
"kate_hs","Such a beautiful moving emotion experience, this was a woman’s movement. Very predominant in woman’s history. I loved how it was so happy and fun but also destroying and sad. I cried and laughed. I went with my mum, after the movie ended I hugged her so tight and it reminded how incredible she is everyday. Women are incredible and this movie shows that. I bet anything ever said bad about this movie is definitely from a silly little man.","30 Jan 2024",5
"itsmayy","“Quiero ser la que imagina, no la idea”.Me quedaría con tantísimas frases y escenas que simplemente… yo qué sé. No la vi hasta ayer mismo, y me arrepiento tanto.Es de clase de películas que te dejan con el corazón roto y al mismo tiempo con un curita. Después de haberla visto, me pregunto cómo tantos, por qué Margot no está en las nominaciones a mejor actriz para los Oscars. I mean, me transmitió tantísimo con cada una de…","30 Jan 2024",4
"Kristof H","Einde was best mooi.","30 Jan 2024",2
"Belle","marketed to be fun but women, WOMEN 😍😍😍","30 Jan 2024",3
"girlypop007","rated it so low because some parts were low key boring and at one point i realized we still had twenty minutes left when it should have been over.","30 Jan 2024",5
"mwrcel","Ate an edible before film stared. Wouldn’t recommend.","30 Jan 2024",5
"elize 🫶🏻","mto lindo","30 Jan 2024",4
"Nathalia Gabrielly","This is the perfect representation of women and the treatment of them in today’s society. Some may say this movie was childish or boring but, honestly, they’re just full of it.","30 Jan 2024",5
"miivwye","Greta acabou com os machista depois desse lançamento, amei❤️","30 Jan 2024",4
"irem","filme mto lindo, me apaixonei mais ainda pela margot robbie","29 Jan 2024",4
NA,"erkekler girdiği her seyi mahvediyor gördüğünüz gibi",NA,NA
"marioher","no me parecio tan infantil como me la esperaba","30 Jan 2024",3
"David Bishop","se me hizo larga","13 Jan 2024",4
"feike","pero entretenida","30 Jan 2024",2
"Aubrey Terry","This review may contain spoilers. I can handle the truth.","27 Jan 2024",5
"whosmista","It's hard to know where to start really, other than to say that this is an enormous amount of fun. Margot Robbie is possibly the most perfect piece of casting, well ever really, and Ryan Gosling is also on top form. And what a supporting cast.","20 Aug 2023",4
"kittygirl9","I wasn't expecting to say this for a Barbie movie, but the world building and the internal logic of the world is absolutely spot-on. It's well thought though and it bounces between Barbie-land and…","30 Jan 2024",5
"lua","claramente não foi feito pra mim, uma aula de feminismo pra criança. muito bobo mas me tirou umas risadas","29 Jan 2024",4
"Levent","To the Academy:","30 Jan 2024",4
"emmarichardson","“The Barbie’s worked hard and they dreamed hard to make it everything that it is! You…. You can’t just undo it in a day.”","30 Jan 2024",3
"kathiagarate","Loved the ending scene but it very much centers the WHITE woman experience so it felt like I couldn’t fully relate. HATED Ken. Otherwise fun movie pretty colors","30 Jan 2024",5
"peepee0","when asked if we are watching sunday football at my house i put this on for educational purposes","30 Jan 2024",4
"Xanadu","omg how i love being a woman !","29 Jan 2024",3
NA,"★★★★ Very good, nearly perfect but it is not one of my favourites.",NA,NA
NA,"This is the third movie of the director i’ve ever seen.",NA,NA
NA,"I really liked the directing and it is a beautiful work from Greta Gerwig. I love how creative her works are and she was great at creating the universe. Directing created a perfect soul for the movie and it was kinda like a dream from beginning to end. Movie was engrossing and there were lots of…",NA,NA
NA,"I only watched it because of Greta Gerwig.",NA,NA
NA,"Película qla wena, simplemente el transfondo del feminismo. Me daba risa que hay partes muy lloronas y luego hacen un pt de una parte fani, no me daba tiempo pa llorar, tocó mi corazoncito. El vocabulario no es para infantes, siento que es un poco más rebuscado.",NA,NA
NA,"This review may contain spoilers. I can handle the truth.",NA,NA
NA,"half a point off just cuz they should have been man hating way more",NA,NA
NA,"Did I go see this again because my friend wanted to and it was this or something called Night Lake (2023) I mean I'm open to watching anything new but I already saw Night House (2020) and I think more thought should be put into titles.",NA,NA
NA,"My friend fell asleep halfway through so I don't know why he even chose that one but whatever I had to explain in the car why this reminds of Deep Space: 9 season 6…",NA,NA
"chloeatkins8","FEMINISM. ANNE OAKLEY YOU LOVED THIS FILM.","24 Aug 2023",5
"reesipu","wallah war krassaber nicht zu krass","30 Jan 2024",4
"sezwa07","I might come back and do a better review later, but just so this is out on the internet: The scene where the Billie Eilish song is playing (iykyk, I don't want to spoil it), I was enthralled. It is scenes like those that deepen my desire to become an actress; to force audiences to feel so deeply and to reflect on life","31 Jan 2024",4
"simplysofiaa","⚠️ DO NOT WATCH IF YOU HAVE MOMMY ISSUES⚠️","05 Aug 2023",5
"rebe","they didn't need to make us cry just to hit us with ""barbie world"" at the end 😭","30 Jan 2024",4
"obstrat","Cute movie, funny at times. Kate McKinnon played a fun character. I was a little put off by the attempt at messaging in the movie although it was done in a humorous yet subtle way.","27 Dec 2023",3
