"name","comment","date","rating"
"Abi Lendrum","o filme é ótimo mas o melhor é o pós filme","23 Jul 2023",4
"clarachaves","ver gente reclamando que o trailer entregou outra coisa e videos de redpill espumando de raiva, é lindo demais","23 Jul 2023",5
"audreyisgod","se mexeu na sociedade, é oscar!","23 Jul 2023",4
"romanesciente","in the wise words of lily allen, it’s hard out here for a bitch","23 Jul 2023",5
"megan","esse filme foi feito para todas as meninas mulheres que possuem o medo de encerrar os ciclos de suas vidas e deixar para trás memórias, pessoas e locais que trazem conforto para elas, foi feito para meninas mulheres que querem acreditar que o mundo ainda pode ser justo com elas e suas iguais, foi feito para mães e filhas que de geração em geração passam seu afeto, suporte e imaginação adiante e fazem prevalecer a pequena menina dentro de cada…","22 Jul 2023",4
"Laura","i hate men too","23 Jul 2023",4
"s0ggyb00bie","to be a woman is to perform","23 Jul 2023",5
"Charlie","going to this movie 16-deep with a gaggle of girlies all dressed to the gotdamn nines was fucking transcendent i loved every second of this scream fest the costumes the sets the COLORS the PERFORMANCES the SONG AND DANCE SEQUENCES we only wish it was gayer and that the character development was better but ya it was so amazing to see a packed theater of girlies in PINK!!!!!!!","23 Jul 2023",5
"doc","The Alan combat scene is being undervalued in these comments","23 Jul 2023",3
"Keith Kil","Every time barbie cried, I cried.","22 Jul 2023",5
"nev_dot","Perfect film, great soundtrack, perfect length incredibly funny and really uplifting movie with great messsages","23 Jul 2023",5
"Charlie","Perfect film, great soundtrack, perfect length incredibly funny and really uplifting movie with great messsages","23 Jul 2023",5
"KK","Barbie movie was everything I thought it was gonna be. This movie was so pretty to look at - the sets, especially in BarbieLand, were so visually pleasing. The Barbies & Kens were gorgeous: amazing casting. The fits, the hair, the shoes- wonderful. However the script/plot was all over the place, very scattered and I felt like it was trying to do too much. The pacing was so fast that it felt overwhelming but also boring at the same time. I…","23 Jul 2023",3
"deena","so funny and so sincere at the right moments. margot robbie absolutely killed it. i want to praise ryan gosling but i can't bc he's not a woman","23 Jul 2023",4
"boyprincess","ken horse print lining faux minx coat >>>>>","19 Jul 2023",5
"GrantMG","The best part, of course, is the incredible Ken singing and dance choreography. Ryan Gosling brought everything to this film and knocked it out of the park. Critically speaking, it was a movie that thrived when it embraced the ambiguity of adult life and the way concepts of masculinity, men’s issues, women’s empowerment, and patriarchy hint at real issues in life but through a prism and in overly abstract ways. Gender isn’t as simple as in our fantasy formations. It…","23 Jul 2023",3
"horanghae","merci pour tout les filles","23 Jul 2023",5
"lornmein","Perfect casting of Michael Cera as Allen","22 Jul 2023",4
"Clare","I laughed, I cried (a number of times) I danced, I sweat, I took a shot, I ate, and I had many epiphanies","22 Jul 2023",5
"yesvictor","Comentario en españolLa película es floja. No es lo suficientemente activista, no es lo suficientemente feminista, no es lo suficientemente camp o kitsch. Todo se hace en un nivel intermedio demasiado inofensivo y que no se toma lo suficiente serio o lo contrario no se burla lo necesario. Las reglas del mundo de Barbieland no son claras: ¿Las Barbies vienen del mar? ¿Ellas vienen de las sirenas? Su bandera tiene una concha, y la única criatura supernatural que aparece…","23 Jul 2023",2
"Jason Hebb","if barbie movie funny why also sad","23 Jul 2023",4
"connorrhorgan","Iconic women and iconic Ken's fashion","23 Jul 2023",4
"Ambeeerrr","Ken singing is gonna be my personnality for the next month","23 Jul 2023",3
"celine","MUJERES 😭🙏🏼","21 Jul 2023",5
"jacomettip","Sim, filme do século. Nenhum comentário seria capaz de dizer tudo o que esse filme é.","20 Jul 2023",5
"bau sierral","História: Excelente. Você sente todas as emoções, quer rir, dançar, chorar, além de ter a crítica social fortíssima.Atuações: Excelente. Todos os atores deram tudo de si.Elementos - Cenário e ambiente: Excelente. Uns dos cenários mais lindos do cinema.Elementos - Figurino e objetos de cena: Excelente. Tudo condiz como a realidade que o filme propõe.Elementos - Músicas e Sons Tema: Excelente. Todos os ritmos e letras exatamente cabem nas cenas.Técnicas de Filmagem: Excelente. Principalmente os efeitos especiais.","23 Jul 2023",5
"Tuğba","todavía no vi el planisferio según Barbie Rara, pero el mensaje es bastante occidental y capitalista, no siendo solamente reivindicador de Norteamérica. no sé que escribí pero me hizo pensar.","23 Jul 2023",4
"alex","FUCKKK THE PATRIARCHY","23 Jul 2023",5
"Amie","ryan gosling sem camisa e mulheres comandando o mundo","23 Jul 2023",5
"dtheartist","Amazing, relatable on so many levels, hit close to home, got those tears flowingDefied expectationsSome top tier product placement, loved the car chase/Chevrolet commercial halfway through, and nothing beats a good pair of BirkenstocksDefo needed some more of Nicola CoughlanThis film is definitive proof that the BBC pride and prejudice is the superior adaptation","23 Jul 2023",4
"DodoAlone","I laughed quite a bit at this movie. “I’m here to see my Gynecologist” had me rolling. Very funny, great messages, it’s making conservatives cope, seethe, and mald, pretty good movie.","23 Jul 2023",2
"AraWind","im kenough","23 Jul 2023",4
"a.","So it is a movie about existential crisis","23 Jul 2023",3
"MPHendo","pra começar, eu achei que o filme ia ser uma pegada diferente do que foi…o filme começa do jeito que todo mundo já conhecia (pelos teasers que foram liberados) e com o desenrolar que a gnt começa a entender qual a proposta dele. eu já achei que fosse ter uma pegada feminista só não achei que seria a questão principal 😭 se uma pessoa realmente n gostar desse tópico, não vai gostar do filme, pq o filme aborda mais…","23 Jul 2023",4
"Galacsky","I think my nephew and I were the only male tandem in our theater during this beautifully funny, witty, sharp and weird film.","23 Jul 2023",5
"celine","bro this hit so hard","21 Jul 2023",5
"Galacsky","bro this hit so hard","23 Jul 2023",5
"JetpackJD","Barbie was just not what i was expecting but in a good way. instead of being a fun movie about barbie reacting to the real world it was more a lesson on how bad the world can be for mainly woman. ken being a character who did everything for woman and still got rejected to then finding the power men had and then ultimately being rejected again was great. seeing how ken also let other ideas completely influence the person…","22 Jul 2023",4
"JBowman19","A lot of fun and some parts really tickled me. The best 2hr toy commercial I’ve seen yet.","23 Jul 2023",4
"natalie248","i didn’t want to say this since it’s a very woman-centric movie (and margot robbie did great) but ryan gosling STOLE THE SHOWWWW…michael cera and kate mckinnon were also so good","23 Jul 2023",3
"linya","this is the PERFECT live action barbie movie 😭😭😭😭i was super duper in love with the set design.. its very umbrellas of cherbourg which is one of my fav films of all time.. and all of the clothes in barbieland?? GIVE IT TO ME @CHANEL but besides the visuals im so happy w the perfect mix of so many emotions,,although it was already kinda spoiled w how nuanced the film is thanks to the promotional content i ended up seeing w/o my consent.. greta gerwigs womanhood monologue validated all of my feelings in ways i couldve never imagined (for the third time)","23 Jul 2023",5
"Emy","and at the end of the day i'm just a broken barbie","23 Jul 2023",5
"MNixPLks","This review may contain spoilers. I can handle the truth.","23 Jul 2023",4
"cushla","I. Am. Kenough.","23 Jul 2023",5
"Alex Powell","simply fantastic!!! feminism for dum dums","22 Jul 2023",4
"Hugo Ferreira","Aces all around. Give Gosling his flowers. Please less Will Ferrell in all movies.","23 Jul 2023",4
"Olivia","acho que pra um filme da barbie a greta fez oq era possível, gostei","24 Jul 2023",5
"emma2809","Such a brilliant film about coming of age and womanhood, it is truly a film made for women by women, and it is beautiful🩷","23 Jul 2023",5
"Galacsky","no había nadie más capaz para hacer una peli así que greta","23 Jul 2023",5
"macy","It’s astonishing to witness the rise of Greta Gerwig as a director. She’s such a lovely woman and eludes such a genuine energy through her films; I almost feel like I know her personally. I’m grateful I got to see this movie on opening weekend and I know this movie will be a timeless masterpiece. The acting was phenomenal, the cast perfection, the plot exceeds all expectations and the overall production was simply extraordinary. I hope Miss Gerwig knows how much of an impact she’s making.","21 Jul 2023",5
"Elliott Griffiths","Barbie lives up to a momentous marketing campaign and delivers a film that will surely become iconic in the modern history of Hollywood.","23 Jul 2023",4
"abril 🧣","Greta Gerwig has crafted a definitive feminist think-piece. To call it merely feminist does it a disservice however; as it’s more of a macro-view on the female existence and its yin and yang relationship with masculinity. Does it wear its messages firmly on its fashionable sleeves? Perhaps, but that’s the point.","23 Jul 2023",5
"mae mae","It’s a wildly enjoyable piece of…","",5
"Maximo","how i love being a woman","23 Jul 2023",4
"MissMy3","havent seen in theaters yet but ive basically watched the whole thing on my twitter timeline so","24 Jul 2023",4
"kaceee","Muy buena la crítica al autoconsumo, con la salvedad de que el medio empleado es medio irriosorio. Detalles a parte, muy buena, recomendable y divertida. Buena película para ir con niños leí por ahí…","23 Jul 2023",5
"ned235","Love letter for the kendred hearts","23 Jul 2023",4
"˗ˏˋ rocky! ˊˎ˗","fuck, marry, kill but your only options are rollerblading ken, beach ken & minx coat ken and if you’re not fucking rollerblading ken then grow the fuck up","23 Jul 2023",5
"cjshua0102","it felt like i was on drugs","23 Jul 2023",4
"Samuel","thank you barbie for showing me the light i will never lecture a woman about fight club ever again","23 Jul 2023",3
"Nathan Craig","Barbie is a pastel-colored and candy-coated trojan horse of a film. It's self-aware, subversive, unhinged, witty and fun. It knows that it's preachy or on-the-nose and it owns it through its entire runtime. It's Greta Gerwig playing gender politics and capturing genuine female experiences with dolls, and you know she's having the best time doing it. She masterfully handles the tone of this film and manages to convey authentic emotions despite the film's highly stylized and ""unserious"" nature. The humor…","23 Jul 2023",4
"macy","anywhere else i’d be a 10","21 Jul 2023",5
"Elliott Griffiths","I need an ""I am Kenough"" hoodie","23 Jul 2023",4
